filename,region,het,echtpaar,adopteert,voor,veel,geld,een,tweejarig,weesje
17282-1472374165-2451451,Limburg,hect,ecxtpacr,acdocptir,for,vel,xecl,@n,twejar@x,wesj@
17321-1472396802-2470161,Limburg,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
17379-1472593003-2478591,Limburg,hect,ecxtpar,acdocptir,vor,vel,xeclt,@,twejar@x,wicsj@
17469-1474484260-2491969,Limburg,hect,ecxtpacr,acdocptirt,vo,vel,xecl,@n,twejar@x,wesj@
17777-1482059813-2543275,Limburg,hect,ecxtpar,acdocptirt,vo,vel,xecl,n,twejar@x,wicsj@
17820-1485768181-2559252,Limburg,hect,ecxtpar,acdocptir,vo,vel,xeclt,@n,twejar@x,wesj@
17838-1484488231-2553115,Limburg,hect,ecxtpa,acdocptir,for,vel,xeclt,n,twejar@x,wicsj@
1911-1449236877-197940,Limburg,hect,ecxtpar,acdocptir,vo,fel,xeclt,@n,twejar@x,wicsj@
1987-1449646202-484236,Limburg,hect,ecxtpa,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@
2033-1449243636-205717,Limburg,hect,ecxtpacr,acdocptirt,vo,fel,xecl,n,twejar@x,wesj@
204-1449128202-18919,Limburg,hect,ecxtpar,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@
2219-1449526790-462413,Limburg,hect,ecxtpa,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@
2238-1449334083-288964,Limburg,hect,ecxtpac,acdocptirt,vo,vel,xeclt,@n,twejar@x,wicsj@
2339-1449315888-271169,Limburg,hect,ecxtpar,@docpt@r,vo,vel,xecl,@n,twejar@x,wesj@
2343-1449416301-371325,Limburg,hect,ecxtpa,acdocptir,fo,vel,xeclt,n,twejar@x,wicsj@
2416-1449316057-270285,Limburg,hect,ecxtpac,acdocptir,fo,vel,xecl,@n,twicjacr@x,wesj@
2477-1449416156-293393,Limburg,hect,ecxtpar,acdocptirt,fo,fel,xeclt,n,twejar@x,wesj@
2526-1449322766-283354,Limburg,hect,ecxtpar,acdocptirt,vo,vel,xecl,@n,twejar@x,wesj@
2720-1449359657-325603,Limburg,hect,ecxtpacr,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
2744-1449397744-341107,Limburg,hect,ecxtpar,acdocptir,fo,vel,xeclt,@n,twejar@x,wicsj@
2782-1449530940-465135,Limburg,hect,ecxtpar,acdocptir,fo,vel,xecl,@n,twejar@x,wicsj@
2981-1449429542-388021,Limburg,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
3025-1449435144-397205,Limburg,hect,ecxtpacr,acdocptir,fo,fel,xecl,@n,twejar@x,wicsj@
3047-1449412658-366685,Limburg,hect,ecxtpa,acdocptirt,vo,fel,xecl,@n,twejar@x,wesj@
3151-1449437477-400450,Limburg,hect,ecxtpar,acdocptirt,vo,vel,xeclt,@n,twejar@x,wesj@
3178-1449470399-411313,Limburg,hect,ecxtpar,acdocptir,fo,vel,xeclt,n,twejar@x,wesj@
3292-1449510907-441575,Limburg,hect,ecxtpa,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@
3293-1449601596-498771,Limburg,hect,ecxtpa,acdocptirt,vo,vel,xecl,@n,twejar@x,wesj@
3318-1449507857-437623,Limburg,hect,ecxtpar,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@
3333-1449774493-576284,Limburg,hect,ecxtpar,acdocptirt,fo,fel,xeclt,n,twejar@x,wesj@
3594-1449607070-506767,Limburg,hect,ecxtpa,acdocptir,vo,vel,xecl,@n,twejar@x,wesj@
3677-1449655321-524877,Limburg,hect,ecxtpa,@docpt@r,fo,vel,xecl,@n,twejar@x,wicsj@
3733-1449691416-549082,Limburg,hect,ecxtpa,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@
3737-1454333202-1218029,Limburg,hect,ecxtpa,acdocptir,for,vel,xecl,@n,twejar@x,wicsj@
3973-1450007566-632955,Limburg,hect,@xtp@r,acdocptir,fo,vel,xecl,@n,twejar@x,wicsj@
4124-1450201012-683635,Limburg,hect,ecxtpar,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@
4215-1450388425-661969,Limburg,hect,ecxtpa,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@
4390-1450362821-708609,Limburg,hect,ecxtpa,acdocptirt,fo,vel,xeclt,@,twejar@x,wicsj@
4502-1450625834-739151,Limburg,hect,ecxtpacr,acdocptir,fo,vel,xecl,@n,twejar@x,wicsj@
4547-1450966603-740333,Limburg,hect,ecxtpar,acdocptirt,fo,vel,xeclt,n,twejar@x,wesj@
4642-1450782744-761435,Limburg,hect,ecxtpa,acdocptir,fo,vel,xeclt,n,twejar@x,wesj@
4672-1451681144-774568,Limburg,hect,ecxtpar,acdocptir,fo,fel,xeclt,n,twejar@x,wesj@
4682-1450962821-775702,Limburg,hect,ecxtpar,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@
4690-1450999812-779161,Limburg,hect,ecxtpacr,acdocptir,fo,fel,xeclt,@n,twicjacr@x,wicsj@
4722-1451133182-785064,Limburg,hect,@xtp@r,acdocptirt,vo,fel,xecl,@n,twejar@x,wesj@
4769-1451320977-801671,Limburg,hect,ecxtpac,acdocptir,vo,vel,xecl,@n,twejar@x,wesj@
4772-1451327143-804682,Limburg,hect,ecxtpar,acdocptirt,vor,vel,xeclt,@n,twejar@x,wesj@
4773-1451382921-814137,Limburg,hect,ecxtpa,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@
4777-1451479598-825568,Limburg,hect,ecxtpar,acdocptirt,vo,vel,xeclt,@n,twejar@x,wesj@
4782-1451324963-802398,Limburg,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@
4830-1452016352-856731,Limburg,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@
4851-1451498310-827216,Limburg,hect,ecxtpar,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@
4858-1451522333-830232,Limburg,hect,xtp@r,acdocptir,fo,vel,xecl,@n,twejar@x,wicsj@
5058-1454081942-1099768,Limburg,hect,ecxtpa,acdocptirt,vo,fel,xecl,@n,twejar@x,wesj@
5088-1452632496-889949,Limburg,hect,ecxtpar,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@
5194-1453412642-916836,Limburg,hect,ecxtpac,acdocptir,fo,vel,xecl,@n,twejar@x,wicsj@
5203-1453477566-918884,Limburg,hect,ecxtpa,acdocptirt,vo,vel,xeclt,@n,twejar@x,wesj@
5418-1454009070-966635,Limburg,hect,ecxtpa,acdocptir,fo,fel,xecl,@n,twejar@x,wesj@
5476-1454010014-974820,Limburg,hect,ecxtpa,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@
5486-1454008915-967794,Limburg,hect,@xtp@r,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@
5664-1454009141-971087,Limburg,hect,ecxtpa,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@
5728-1454058589-1067587,Limburg,hect,ecxtpac,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@
5882-1454011958-1006767,Limburg,hect,ecxtpar,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@
5900-1455443004-991328,Limburg,hect,ecxtpar,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@
5981-1454107051-1128380,Limburg,hect,ecxtpar,acdocptirt,for,fel,xeclt,n,twejar@x,wesj@
6178-1454050420-1059330,Limburg,hect,ecxtpac,acdocptir,fo,vel,xeclt,@n,twejar@x,wicsj@
6187-1454619019-1337050,Limburg,hect,ecxtpa,acdocptir,vo,vel,xeclt,@n,twejar@x,wesj@
6352-1454082756-1101752,Limburg,hect,ecxtpar,acdocptirt,fo,fel,xeclt,n,twejar@x,wicsj@
6377-1454277959-1108479,Limburg,hect,ecxtpar,acdocptirt,vo,vel,xecl,@n,twejar@x,wesj@
6420-1454097445-1118777,Limburg,hect,ecxtpacr,acdocptirt,vo,vel,xecl,@n,twejar@x,wicsj@
6499-1454439232-1136404,Limburg,hect,ecxtpac,@docpt@rt,vo,vel,xecl,@n,twejar@x,wesj@
6562-1454178385-1155240,Limburg,hect,ecxtpar,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@
6628-1454239869-1170382,Limburg,hect,ecxtpa,acdocptir,vo,vel,xeclt,@,twejar@x,wesj@
6676-1454263389-1187974,Limburg,hect,ecxtpar,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@
6679-1454264092-1189005,Limburg,hect,ecxtpar,acdocptir,fo,vel,xecl,@n,twejar@x,wicsj@
6705-1454269846-1197368,Limburg,hect,ecxtpar,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@
6813-1454368486-1235045,Limburg,hect,ecxtpar,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@
6875-1454450841-1256052,Limburg,hect,ecxtpar,acdocptir,for,vel,xeclt,n,twejar@x,wicsj@
6969-1454515881-1282195,Limburg,hect,ecxtpacr,acdocptirt,fo,vel,xeclt,@n,twejar@x,wicsj@
6971-1454522975-1299120,Limburg,hect,ecxtpar,acdocptirt,vor,vel,xeclt,n,twejar@x,wesj@
7017-1454571785-1319412,Limburg,hect,ecxtpar,acdocptirt,vo,fel,xecl,@n,twejar@x,wesj@
7062-1454516265-1282183,Limburg,hect,ecxtpa,acdocptirt,vo,vel,xecl,@n,twejar@x,wesj@
7074-1454515867-1281092,Limburg,hect,ecxtpar,acdocptirt,for,vel,xecl,@n,twejar@x,wesj@
7091-1454695375-1356876,Limburg,hect,ecxtpa,acdocptir,vo,vel,xeclt,n,twejar@x,wesj@
7103-1455017027-1400878,Limburg,hect,ecxtpa,acdocptir,vo,vel,xeclt,@n,twejar@x,wesj@
7113-1454515922-1282474,Limburg,hect,ecxtpar,acdocptirt,fo,vel,xeclt,n,twejar@x,wesj@
7183-1454520916-1296089,Limburg,hect,ecxtpa,acdocptir,vo,vel,xecl,@n,twejar@x,wesj@
7202-1454533497-1307703,Limburg,hect,ecxtpar,acdocptir,vo,fel,xecl,@n,twejar@x,wesj@
7358-1454699408-1358705,Limburg,hect,ecxtpa,acdocptir,fo,vel,xecl,@n,twejar@x,wicsj@
7528-1455146149-1418515,Limburg,hect,ecxtpa,acdocptirt,for,fel,xeclt,@n,twejar@x,wesj@
7538-1455195834-1420495,Limburg,hect,ecxtpar,acdocptirt,vo,fel,xeclt,@n,twejar@x,wesj@
7543-1455197524-1421013,Limburg,hect,ecxtpar,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@
7545-1455202470-1421894,Limburg,hect,ecxtpar,acdocptirt,vo,vel,xecl,@,twejar@x,wesj@
7791-1456080481-1492153,Limburg,hect,ecxtpar,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@
7861-1456256089-1507331,Limburg,hect,ecxtpar,acdocptirt,vo,vel,xecl,@,twejar@x,wicsj@
7922-1456432134-1518305,Limburg,hect,ecxtpar,acdocptir,vo,fel,xecl,@,twejar@x,wesj@
7980-1457085346-1554618,Limburg,hect,ecxtpar,acdocptir,fo,vel,xeclt,n,twejar@x,wesj@
8132-1457614805-1571528,Limburg,hect,ecxtpa,acdocptirt,vo,vel,xecl,@n,twejar@x,wesj@
8236-1457784727-1611018,Limburg,hect,ecxtpar,acdocptir,vo,vel,xecl,@n,twejar@x,wesj@
8289-1457714771-1588794,Limburg,hect,@xtp@r,acdocptir,fo,fel,xecl,@,twejar@x,wicsj@
8295-1457731569-1605026,Limburg,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
8392-1457714815-1588211,Limburg,hect,ecxtpa,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@
8490-1457720422-1599984,Limburg,hect,ecxtpar,acdocptir,for,vel,xeclt,@n,twejar@x,wicsj@
8595-1457906798-1623596,Limburg,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
8668-1457954121-1636042,Limburg,hect,ecxtpac,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@
8708-1457952146-1630993,Limburg,hect,ecxtpa,acdocptirt,vo,vel,xeclt,@n,twejar@x,wesj@
8788-1457955592-1639972,Limburg,hect,ecxtpar,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@
8823-1458160496-1670330,Limburg,hect,ecxtpa,acdocptir,fo,vel,xeclt,n,twejar@x,wesj@
8877-1463073384-1809692,Limburg,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
9006-1458732391-1700767,Limburg,hect,ecxtpar,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@
9058-1460195680-1716090,Limburg,hect,ecxtpar,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@
9096-1459549481-1725601,Limburg,hect,ecxtpa,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@
9109-1459936712-1730935,Limburg,hect,@xtpacr,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@
9111-1460023789-1747772,Limburg,hect,ecxtpacr,@docpt@rt,fo,vel,xecl,@n,twicjacr@x,wesj@
9114-1459856097-1732581,Limburg,hect,ecxtpa,acdocptir,fo,vel,xeclt,@n,twejar@x,wicsj@
9117-1459893296-1742111,Limburg,hect,ecxtpacr,acdocptirt,fo,vel,xeclt,n,twejar@x,wesj@
9120-1459853557-1731419,Limburg,hect,ecxtpar,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@
9122-1459854596-1731859,Limburg,hect,ecxtpac,acdocptirt,vo,vel,xeclt,@n,twicjacr@x,wicsj@
9128-1459885787-1741146,Limburg,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
9131-1459855907-1732799,Limburg,hect,ecxtpac,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@
9132-1459855721-1732340,Limburg,hect,ecxtpar,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@
9136-1459857640-1733867,Limburg,hect,@xtp@r,acdocptirt,vo,vel,xecl,@n,twejar@x,wesj@
9140-1459858569-1734573,Limburg,hect,ecxtpar,acdocptirt,vo,vel,xeclt,@n,twejar@x,wesj@
9141-1459858801-1734803,Limburg,hect,ecxtpar,acdocptir,vo,vel,xecl,@n,twejar@x,wesj@
9143-1459867443-1735766,Limburg,hect,ecxtpacr,acdocptirt,fo,vel,xecl,@n,twejar@x,wicsj@
9144-1459863276-1736634,Limburg,hect,ecxtpa,@docpt@rt,for,fel,xecl,@n,twejar@x,wesj@
9145-1459863218-1736557,Limburg,hect,ecxtpar,acdocptirt,fo,vel,xeclt,@n,twejar@x,wicsj@
9157-1459872114-1738481,Limburg,hect,ecxtpa,@docpt@rt,vo,vel,xeclt,n,twejar@x,wesj@
9161-1459874353-1739235,Limburg,hect,ecxtpa,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@
9164-1459875531-1739632,Limburg,hect,ecxtpar,acdocptirt,vo,vel,xeclt,@n,twejar@x,wesj@
9175-1459892023-1741983,Limburg,hect,ecxtpa,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@
9179-1459903515-1742976,Limburg,hect,ecxtpar,acdocptir,for,vel,xecl,@n,twicjacr@x,wicsj@
9181-1459944837-1744972,Limburg,hect,ecxtpar,acdocptirt,fo,vel,xeclt,n,twejar@x,wesj@
9188-1460020405-1747644,Limburg,hect,ecxtpar,acdocptir,for,vel,xeclt,@n,twejar@x,wesj@
9240-1460552672-1761107,Limburg,hect,ecxtpa,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@
9254-1460841020-1767616,Limburg,hect,ecxtpar,acdocptirt,vo,vel,xeclt,@n,twejar@x,wesj@
9301-1461529272-1783680,Limburg,hect,@xtp@,acdocptir,vo,vel,xeclt,@n,twejar@x,wesj@
9531-1463918457-1842027,Limburg,hect,ecxtpa,acdocptir,vo,fel,xecl,@n,twejar@x,wesj@
9669-1463952103-1846207,Limburg,hect,ecxtpa,acdocptirt,fo,vel,xeclt,@n,twicjacr@x,wicsj@
9726-1464120759-1886942,Limburg,hect,ecxtpa,acdocptir,vo,fel,xecl,@,twejar@x,wicsj@
9888-1465597981-2296365,Limburg,hect,ecxtpar,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@
9925-1468614784-2405576,Limburg,hect,ecxtpar,@docpt@r,for,vel,xecl,@n,twejar@x,wesj@
10167-1464126916-1893852,Oost_Overijsel-Gelderland,hect,@xtp@r,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@
10335-1464335603-2011223,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@
10442-1465930084-2316331,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
10609-1464159412-1898476,Oost_Overijsel-Gelderland,hect,ecxtpa,@docpt@r,for,vel,xecl,@n,twejar@x,wesj@
10723-1464114579-1877302,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@
10895-1464106469-1869190,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@
11156-1464199525-1930874,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@
11791-1464168921-1904084,Oost_Overijsel-Gelderland,hect,ecxtpar,@docpt@rt,vor,vel,xecl,@n,twejar@x,wicsj@
11940-1464166782-1902764,Oost_Overijsel-Gelderland,hect,ecxtpar,@docpt@r,vor,vel,xecl,@n,twejar@x,wesj@
12145-1464250378-1925496,Oost_Overijsel-Gelderland,hect,ecxtpac,acdocptirt,for,vel,xecl,@n,twejar@x,wesj@
12631-1464260880-1959953,Oost_Overijsel-Gelderland,hect,ecxtpac,acdocptirt,fo,fel,xecl,n,twejar@x,wesj@
12954-1464299868-2002688,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@
13104-1464300962-2003459,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,fo,vel,xeclt,n,twejar@x,wesj@
13285-1464898941-1941095,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
13452-1464285576-1980831,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,for,fel,xeclt,@,twejar@x,wesj@
13550-1465926109-2315692,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,fo,fel,xecl,@n,twejar@x,wesj@
1383-1449229107-188147,Oost_Overijsel-Gelderland,hect,@xtp@r,acdocptir,fo,vel,xeclt,n,twejar@x,wesj@
13884-1465541127-2289660,Oost_Overijsel-Gelderland,hect,ecxtpac,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
14656-1464296531-1997622,Oost_Overijsel-Gelderland,hect,@xtpac,@docpt@rt,for,fel,xeclt,n,twejar@x,wesj@
14712-1464908350-2215398,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptirt,for,vel,xeclt,@n,twejar@x,wesj@
14949-1464344696-2021014,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@
1496-1449168654-116995,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
14966-1464383190-2069696,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
15012-1465406882-2102165,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,fo,fel,xeclt,n,twejar@x,wesj@
1524-1453228272-84951,Oost_Overijsel-Gelderland,hect,ecxtpacr,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@
15271-1464425098-2036362,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,vo,fel,xeclt,n,twejar@x,wesj@
15456-1464343730-2019777,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptirt,vo,fel,xeclt,n,twejar@x,wicsj@
15474-1464431198-2085466,Oost_Overijsel-Gelderland,hect,ecxtpar,@docpt@rt,vor,vel,xecl,@n,twejar@x,wesj@
15580-1464347885-2024583,Oost_Overijsel-Gelderland,hect,ecxtpac,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@
15629-1464794393-2191426,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,vo,vel,xeclt,@n,twejar@x,wicsj@
15664-1464354817-2032117,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,vor,vel,xecl,@n,twejar@x,wesj@
16057-1464363145-2043596,Oost_Overijsel-Gelderland,hect,ecxtpacr,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@
16156-1464645820-2164770,Oost_Overijsel-Gelderland,hect,ecxtpa,@docpt@rt,vor,vel,xeclt,n,twicjacr@x,wicsj@
16188-1464548935-2132548,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@
1621-1449160206-92701,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,vo,vel,xecl,n,twejar@x,wesj@
16213-1464638597-2161347,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptirt,for,fel,xecl,@n,twejar@x,wesj@
16270-1464079594-1853627,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,vo,fel,xecl,@n,twejar@x,wesj@
16295-1465204867-2209467,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,for,fel,xeclt,n,twejar@x,wesj@
16300-1464111766-1874894,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@
16318-1464119995-1885181,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
16368-1464207213-1940116,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,vor,fel,xeclt,@n,twejar@x,wicsj@
16497-1464629557-2155258,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,vo,vel,xecl,@n,twejar@x,wesj@
16501-1464621036-2150496,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,for,fel,xeclt,@n,twejar@x,wesj@
16505-1464531088-2123832,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,for,vel,xecl,@n,twejar@x,wicsj@
16532-1464626598-2150076,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@
1654-1449403688-348551,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,for,vel,xeclt,@n,twejar@x,wesj@
16621-1464988927-2227221,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,for,fel,xecl,@n,twejar@x,wesj@
17187-1472373429-2444655,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@
17226-1472378786-2463647,Oost_Overijsel-Gelderland,hect,ecxtpacr,acdocptirt,for,fel,xeclt,@n,twejar@x,wesj@
17237-1472373829-2450406,Oost_Overijsel-Gelderland,hect,ecxtpar,@docpt@r,vo,vel,xecl,n,twejar@x,wesj@
17518-1476281973-2508957,Oost_Overijsel-Gelderland,hect,ecxtpacr,acdocptir,fo,fel,xeclt,@,twejar@x,wicsj@
17700-1479846564-2531295,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@
1814-1449179040-149292,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@
1959-1449222678-180050,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,vo,vel,xeclt,@n,twejar@x,wesj@
1982-1449233260-193719,Oost_Overijsel-Gelderland,hect,ecxtpa,@docpt@rt,vor,vel,xeclt,@n,twejar@x,wesj@
2057-1449243285-205088,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,vel,xeclt,n,twejar@x,wesj@
2426-1449417664-374274,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptirt,fo,vel,xeclt,@,twejar@x,wesj@
2486-1449320999-280810,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@
2515-1449323748-285359,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,fo,vel,xeclt,n,twejar@x,wesj@
2612-1449335867-299551,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@
2625-1452267362-870294,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wicsj@
2640-1450564656-730696,Oost_Overijsel-Gelderland,hect,ecxtpacr,@docpt@r,vo,fel,xeclt,n,twejar@x,wesj@
2668-1449343817-310393,Oost_Overijsel-Gelderland,hect,ecxtpacr,acdocptirt,fo,vel,xecl,@n,twejar@x,wicsj@
2682-1449347998-315943,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,vo,vel,xecl,@,twejar@x,wicsj@
2849-1451378142-813018,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@
2982-1449407465-356841,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,vo,vel,xeclt,@n,twejar@x,wesj@
3060-1449413281-367347,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@
309-1449089058-30104,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@
3377-1449532276-466046,Oost_Overijsel-Gelderland,hect,ecxtpar,@docpt@r,fo,fel,xeclt,n,twejar@x,wesj@
3399-1449525604-460864,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,vo,vel,xeclt,n,twejar@x,wesj@
3428-1449558070-467498,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
3437-1449564612-469600,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@
3477-1449583981-479896,Oost_Overijsel-Gelderland,hect,ecxtpacr,acdocptir,for,vel,xecl,@n,twejar@x,wesj@
3583-1449604341-502420,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,for,vel,xeclt,@n,twejar@x,wesj@
3601-1449607512-508162,Oost_Overijsel-Gelderland,hect,ecxtpacr,acdocptirt,for,vel,xeclt,@n,twejar@x,wesj@
3702-1449704545-557151,Oost_Overijsel-Gelderland,hect,@xtp@r,acdocptir,vo,fel,xeclt,n,twicjacr@x,wesj@
3748-1457827432-1615423,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@
3823-1452344342-687068,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptirt,vo,fel,xecl,@n,twejar@x,wesj@
3857-1449776362-576897,Oost_Overijsel-Gelderland,hect,ecxtpacr,acdocptirt,vo,vel,xecl,n,twejar@x,wesj@
3872-1449785626-580797,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,fo,fel,xeclt,@,twejar@x,wesj@
3964-1449925859-608062,Oost_Overijsel-Gelderland,hect,ecxtpa,@docpt@r,fo,vel,xecl,@n,twejar@x,wesj@
3975-1449926622-609061,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,fel,xecl,@,twejar@x,wicsj@
4012-1449944567-614182,Oost_Overijsel-Gelderland,hect,ecxtpa,@docpt@r,fo,fel,xeclt,@n,twejar@x,wesj@
