filename,region,Jeannette ,lacht,nadat,ze,door,een,onbekende,persoon,is,gekust
6971-1454599193-1300244,Limburg,z@nect,lacx,n@dact,s,do,@n,ocn@kecnd@,pson,ics,gc@kus
7017-1454591089-1324758,Limburg,sc@nect,lacx,nacdact,s,do,n,ocnb@kecnd@,prson,ics,gc@kust
7074-1454516251-1285233,Limburg,sc@nect,lacxt,n@dact,z@,do,n,ocnb@kecnd@,p@rson,ics,gc@kust
7113-1454516194-1284568,Limburg,z@nect,lacx,nadact,s,do,@,ocnb@kecnd@,p@rson,ics,gc@kus
7183-1454522013-1297647,Limburg,z@nect,lacx,ndact,z@,dor,@,ocn@kecnd@,p@rson,ics,gc@kus
7202-1454537763-1313273,Limburg,z@nect,lacx,nacdact,z@,do,@,ocnb@kecnd@,pson,ics,gc@kust
7358-1454700491-1359374,Limburg,sc@nect,lacxt,n@dact,s,do,@n,ocnb@kecnd@,p@rson,ics,x@kust
7538-1455197230-1420820,Limburg,z@nect,lacx,nadact,s@,do,@n,ocnb@kecnd@,prson,ics,x@kust
7543-1455198356-1421352,Limburg,z@nect,lacxt,nadact,s@,do,n,ocnb@kecnd@,prson,ics,gc@kust
7545-1455204759-1422313,Limburg,z@nect,lacx,nadact,z@,dor,@,ocnb@kecnd@,prson,ics,gc@kust
7791-1456087066-1492440,Limburg,sc@nect,lacx,nacdact,z,do,@,ocnb@kecnd@,p@rson,ics,x@kus
7861-1456320326-1511090,Limburg,sc@nect,lacx,nadact,z@,do,@n,ocn@kecnd@,p@son,ics,gc@kust
8132-1457615325-1571590,Limburg,z@nect,lacxt,nadact,s,do,@n,ocnb@kecnd@,p@rson,ics,x@kust
8236-1457784990-1611083,Limburg,sc@nect,lacx,nadact,s,do,@,ocn@kecnd@,prson,ics,x@kust
8289-1457716215-1593034,Limburg,z@nect,lacx,n@dact,z,do,@n,ocnb@kecnd@,p@rson,ics,gc@kus
8295-1457731901-1605091,Limburg,sc@nect,lacxt,nadact,s@,dor,n,ocnb@kecnd@,prson,ics,gc@kust
8392-1457723510-1601640,Limburg,z@nect,lacx,nacdact,s@,dor,n,ocnb@kecnd@,prson,ics,gc@kus
8490-1457720958-1600409,Limburg,sc@nect,lacx,nadact,z@,do,@n,ocnb@kecnd@,p@rson,ics,gc@kus
8595-1457960577-1645132,Limburg,sc@nect,lacxt,nadact,s@,do,@,ocnb@kecnd@,pson,ics,x@kust
8668-1458028674-1657464,Limburg,z@nect,lacxt,nadact,z@,do,n,ocnb@kecnd@,prson,ics,gc@kus
8708-1457952401-1633797,Limburg,z@nect,lacxt,nadact,s,do,@n,ocnb@kecnd@,p@son,ics,gc@kust
8788-1457955801-1641026,Limburg,sc@nect,lacxt,nadact,s@,do,@,ocn@kecnd@,prson,ics,gc@kust
8877-1463074149-1809766,Limburg,z@nect,lacxt,n@dact,s,do,@n,ocnb@kecnd@,prson,ics,gc@kust
9006-1460797745-1708674,Limburg,sc@nect,lacx,nacdact,s,do,n,ocnb@kecnd@,prson,ics,gc@kust
9058-1460195886-1753222,Limburg,sc@nect,lacx,nacdact,s,do,n,ocnb@kecnd@,p@son,ics,x@kust
9096-1459550935-1725678,Limburg,sc@nect,lacxt,nacdact,z@,do,n,ocnb@kecnd@,pson,ics,x@kust
9109-1459937456-1744024,Limburg,sc@nect,lacxt,nadact,z@,dor,@,ocnb@kecnd@,prson,ics,gc@kust
9111-1460024410-1747846,Limburg,z@nect,lacxt,n@dact,z,do,n,ocnb@kecnd@,p@rson,ics,gc@kus
9114-1459856456-1733143,Limburg,z@nect,lacx,n@dact,z,do,n,ocn@kecnd@,prson,ics,x@kus
9120-1459854399-1731772,Limburg,z@nect,lacxt,nadact,s,dor,@n,ocnb@kecnd@,p@rson,ics,x@kust
9122-1459855226-1732256,Limburg,sc@nect,lacxt,n@dact,s@,do,@n,ocnb@kecnd@,prson,ics,gc@kust
9128-1459886469-1741373,Limburg,sc@nect,lacxt,nadact,s@,do,@n,ocnb@kecnd@,prson,ics,x@kust
9131-1459857215-1733780,Limburg,sc@nect,lacxt,nacdact,z@,do,n,ocnb@kecnd@,pson,ics,gc@kust
9132-1459856286-1732876,Limburg,z@nect,lacxt,nadact,s,do,n,ocnb@kecnd@,prson,ics,x@kust
9136-1459857760-1734214,Limburg,sc@nect,lacx,n@dact,z,do,@,ocnb@kecnd@,prson,ics,gc@kust
9140-1459859258-1734973,Limburg,sc@nect,lacxt,nacdact,s,do,@,ocnb@kecnd@,prson,ics,gc@kust
9141-1463865151-1839377,Limburg,z@nect,lacx,nadact,z@,do,n,ocnb@kecnd@,prson,ics,x@kus
9144-1459863413-1736762,Limburg,z@nect,lacx,n@dact,z@,dor,@,ocn@kecnd@,p@rson,ics,x@kust
9145-1459863876-1736846,Limburg,z@nect,lacxt,nadact,z@,do,@n,ocnb@kecnd@,prson,ics,x@kust
9157-1459872676-1738725,Limburg,z@nect,lacx,nadact,s@,do,n,ocnb@kecnd@,p@rson,ics,x@kust
9161-1459932034-1743458,Limburg,sc@nect,lacxt,nadact,z@,do,@,ocnb@kecnd@,pson,ics,gc@kust
9164-1459876206-1739796,Limburg,sc@nect,lacxt,nadact,s,do,@,ocnb@kecnd@,p@rson,ics,gc@kust
9175-1459893166-1742245,Limburg,sc@nect,lacxt,nadact,s,dor,@n,ocnb@kecnd@,prson,ics,x@kust
9179-1459904104-1743050,Limburg,z@nect,lacx,nadact,s@,do,@n,ocnb@kecnd@,p@rson,ics,x@kus
9181-1459969389-1746534,Limburg,z@nect,lacx,nadact,s@,do,n,ocnb@kecnd@,pson,ics,gc@kust
9240-1460553318-1761184,Limburg,sc@nect,lacxt,nadact,z,do,@,ocnb@kecnd@,prson,ics,x@kus
9531-1463926100-1842515,Limburg,sc@nect,lacxt,nacdact,s,do,@n,ocnb@kecnd@,prson,ics,x@kust
9669-1463952566-1846284,Limburg,z@nect,lacxt,ndact,z@,do,n,ocn@kecnd@,p@son,ics,x@kust
9888-1465599339-2296495,Limburg,z@nect,lacxt,n@dact,s,dor,@,ocn@kecnd@,prson,ics,x@kust
9925-1468615539-2405650,Limburg,sc@nect,lacxt,nadact,s,do,n,ocnb@kecnd@,pson,ics,x@kus
10442-1465930813-2316729,Oost_Overijsel-Gelderland,z@nect,lacxt,n@dact,s@,dor,n,ocnb@kecnd@,p@son,ics,x@kus
10609-1464162497-1899211,Oost_Overijsel-Gelderland,z@nect,lacxt,nadact,s@,do,@n,ocn@kecnd@,pson,ics,x@kust
10723-1464296290-1997447,Oost_Overijsel-Gelderland,z@nect,lacxt,nadact,s,do,@,ocn@kecnd@,prson,ics,gc@kust
10895-1464106992-1869780,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s,do,@,ocnb@kecnd@,pson,ics,gc@kust
11156-1464200125-1932437,Oost_Overijsel-Gelderland,sc@nect,lacx,nadact,s,dor,n,ocn@kecnd@,prson,ics,gc@kus
11791-1466162633-2084808,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,z,do,@,ocnb@kecnd@,p@son,ics,gc@kust
11940-1464641399-2162502,Oost_Overijsel-Gelderland,z@nect,lacx,nadact,s,do,@n,ocn@kecnd@,p@son,ics,x@kus
12145-1464348586-1955715,Oost_Overijsel-Gelderland,z@nect,lacxt,n@dact,s@,do,n,ocnb@kecnd@,p@rson,ics,x@kust
12631-1464261201-1960405,Oost_Overijsel-Gelderland,sc@nect,lacx,n@dact,s@,do,@,ocn@kecnd@,p@son,ics,x@kust
12954-1464380860-2067351,Oost_Overijsel-Gelderland,sc@nect,lacxt,n@dact,s,do,@,ocnb@kecnd@,p@son,ics,gc@kust
13104-1464301574-2004291,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,z@,do,n,ocn@kecnd@,p@son,ics,gc@kust
13285-1464899638-2212151,Oost_Overijsel-Gelderland,z@nect,lacxt,nadact,s@,do,n,ocn@kecnd@,pson,ics,x@kust
13452-1464285647-1981976,Oost_Overijsel-Gelderland,sc@nect,lacx,n@dact,s@,dor,@,ocnb@kecnd@,prson,ics,x@kust
13550-1465927214-2315910,Oost_Overijsel-Gelderland,z@nect,lacxt,n@dact,s,do,n,ocnb@kecnd@,p@rson,ics,gc@kus
13884-1465541975-2289734,Oost_Overijsel-Gelderland,sc@nect,lacxt,nacdact,s@,dor,@,ocnb@kecnd@,p@son,ics,gc@kust
14656-1464297210-1998611,Oost_Overijsel-Gelderland,z@nect,lacx,nadact,s@,do,n,ocn@kecnd@,p@son,ics,x@kust
14949-1464355452-2033969,Oost_Overijsel-Gelderland,sc@nect,lacx,n@dact,z,do,n,ocn@kecnd@,p@son,ics,gc@kus
14966-1464384171-2070595,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s@,dor,n,ocnb@kecnd@,p@son,ics,x@kust
15012-1465407196-2277047,Oost_Overijsel-Gelderland,z@nect,lacxt,nadact,z@,dor,@n,ocnb@kecnd@,prson,ics,x@kust
1524-1453228961-909028,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s@,do,n,ocnb@kecnd@,p@son,ics,gc@kust
15271-1464426861-2082322,Oost_Overijsel-Gelderland,sc@nect,lacx,n@dact,s@,do,@,ocnb@kecnd@,p@son,ics,x@kust
15456-1464344449-2020508,Oost_Overijsel-Gelderland,z@nect,lacxt,nadact,s,dor,n,ocnb@kecnd@,p@son,ics,x@kust
15474-1464464525-2092277,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s,dor,@,ocnb@kecnd@,p@son,ics,gc@kust
15580-1464348250-2025783,Oost_Overijsel-Gelderland,sc@nect,lacxt,n@dact,s,do,n,ocnb@kecnd@,pson,ics,x@kust
15629-1464795754-2191664,Oost_Overijsel-Gelderland,z@nect,lacxt,nadact,s,do,@n,ocn@kecnd@,p@son,ics,x@kust
15664-1464355495-2033382,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s,do,n,ocnb@kecnd@,prson,ics,x@kust
16057-1464363697-2044270,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s,dor,n,ocnb@kecnd@,prson,ics,x@kust
16156-1464646805-2165005,Oost_Overijsel-Gelderland,sc@nect,lacx,nadact,s@,do,n,ocnb@kecnd@,p@son,ics,x@kust
16188-1464549318-2133378,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s@,dor,@n,ocnb@kecnd@,prson,ics,gc@kust
1621-1449234103-194453,Oost_Overijsel-Gelderland,sc@nect,lacx,n@dact,z,do,n,ocnb@kecnd@,prson,ics,x@kus
16270-1464080343-1853755,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s@,dor,n,ocnb@kecnd@,p@son,ics,x@kus
16300-1464112699-1875750,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s@,dor,@,ocn@kecnd@,p@son,ics,gc@kus
16318-1464120809-1886627,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s@,do,@,ocnb@kecnd@,p@son,ics,x@kust
16368-1464207533-1940725,Oost_Overijsel-Gelderland,z@nect,lacxt,nacdact,s@,do,n,ocnb@kecnd@,prson,ics,x@kus
16497-1464630663-2155706,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s,do,@,ocnb@kecnd@,p@son,ics,x@kus
16501-1464621407-2150900,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s@,do,n,ocnb@kecnd@,prson,ics,gc@kust
16505-1464543234-2125053,Oost_Overijsel-Gelderland,z@nect,lacxt,nadact,s,do,@,ocn@kecnd@,prson,ics,x@kus
1654-1449405519-351894,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s@,do,@,ocnb@kecnd@,prson,ics,gc@kus
16621-1465152632-2243338,Oost_Overijsel-Gelderland,sc@nect,lacx,nadact,s,do,n,ocn@kecnd@,prson,ics,x@kust
17187-1472373793-2449719,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s@,do,@,ocn@kecnd@,p@son,ics,x@kus
17226-1472584392-2478043,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s@,do,n,ocnb@kecnd@,prson,ics,x@kust
17518-1476283577-2509034,Oost_Overijsel-Gelderland,sc@nect,lacxt,ndact,s,dor,n,ocnb@kecnd@,pson,ics,x@kus
17700-1479852991-2531587,Oost_Overijsel-Gelderland,sc@nect,lacxt,n@dact,s@,dor,n,ocnb@kecnd@,prson,ics,gc@kust
1982-1449326856-288764,Oost_Overijsel-Gelderland,z@nect,lacx,nadact,s,do,n,ocnb@kecnd@,prson,ics,gc@kus
2426-1450116685-674276,Oost_Overijsel-Gelderland,sc@nect,lacx,nadact,s,do,@n,ocnb@kecnd@,prson,ics,x@kust
2486-1449324304-286242,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s,dor,@n,ocnb@kecnd@,prson,ics,x@kust
2625-1452270094-870395,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s@,dor,@,ocnb@kecnd@,pson,ics,x@kus
2682-1449475044-412957,Oost_Overijsel-Gelderland,z@nect,lacx,nadact,s@,dor,@,ocnb@kecnd@,prson,ics,gc@kust
2982-1449736988-559524,Oost_Overijsel-Gelderland,sc@nect,lacx,nadact,z@,dor,@,ocnb@kecnd@,p@son,ics,gc@kus
3060-1449415705-369281,Oost_Overijsel-Gelderland,z@nect,lacxt,nadact,s,do,n,ocn@kecnd@,prson,ics,gc@kus
309-1449155746-63770,Oost_Overijsel-Gelderland,sc@nect,lacx,nadact,z,dor,n,ocn@kecnd@,p@son,ics,x@kus
3377-1449533449-466390,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s@,do,n,ocnb@kecnd@,prson,ics,x@kust
3399-1449597524-493173,Oost_Overijsel-Gelderland,sc@nect,lacx,nadact,z,dor,n,ocnb@kecnd@,p@son,ics,gc@kust
3477-1449595180-480446,Oost_Overijsel-Gelderland,sc@nect,lacx,nadact,z@,dor,@,ocn@kecnd@,p@son,ics,gc@kus
3583-1449604939-504415,Oost_Overijsel-Gelderland,z@nect,lacxt,nadact,s,do,@,ocnb@kecnd@,prson,ics,x@kust
3823-1452344804-876532,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,z@,dor,@,ocnb@kecnd@,prson,ics,gc@kust
3964-1449927432-609635,Oost_Overijsel-Gelderland,z@nect,lacxt,nadact,z,do,n,ocn@kecnd@,p@son,ics,gc@kust
4012-1450112019-621807,Oost_Overijsel-Gelderland,z@nect,lacxt,n@dact,z@,do,@n,ocn@kecnd@,p@son,ics,x@kust
4028-1450004808-636616,Oost_Overijsel-Gelderland,sc@nect,lacxt,n@dact,s,do,n,ocnb@kecnd@,p@son,ics,gc@kust
4245-1450072328-665276,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s@,dor,n,ocnb@kecnd@,prson,ics,x@kust
4373-1450273699-697873,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s,dor,n,ocnb@kecnd@,prson,ics,x@kust
4424-1455798697-1471466,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s@,dor,@,ocnb@kecnd@,prson,ics,x@kust
4444-1450521963-721376,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s@,dor,@,ocnb@kecnd@,pson,ics,x@kust
4495-1450601241-734727,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s@,dor,n,ocn@kecnd@,pson,ics,gc@kus
4674-1450954064-774337,Oost_Overijsel-Gelderland,z@nect,lacxt,nadact,s,do,n,ocnb@kecnd@,p@son,ics,gc@kust
4844-1451414879-820532,Oost_Overijsel-Gelderland,sc@nect,lacx,nadact,s,dor,@,ocn@kecnd@,p@son,ics,x@kus
4907-1454965709-1395955,Oost_Overijsel-Gelderland,sc@nect,lacx,n@dact,z@,do,@,ocn@kecnd@,prson,ics,x@kust
4926-1452967440-901040,Oost_Overijsel-Gelderland,z@nect,lacx,nadact,s@,dor,n,ocn@kecnd@,prson,ics,gc@kust
4937-1451768648-840420,Oost_Overijsel-Gelderland,sc@nect,lacxt,nacdact,z,dor,n,ocnb@kecnd@,p@son,ics,gc@kust
5330-1454021837-1047064,Oost_Overijsel-Gelderland,z@nect,lacxt,nadact,s@,dor,@,ocnb@kecnd@,prson,ics,x@kust
5538-1454011404-1001799,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s@,dor,n,ocnb@kecnd@,p@son,ics,x@kust
5559-1454009606-978911,Oost_Overijsel-Gelderland,z@nect,lacx,nadact,z@,dor,@,ocnb@kecnd@,prson,ics,gc@kust
5598-1454101280-1122467,Oost_Overijsel-Gelderland,sc@nect,lacx,nadact,s,dor,@n,ocnb@kecnd@,p@son,ics,x@kust
5857-1457598832-1570684,Oost_Overijsel-Gelderland,z@nect,lacxt,nadact,s,dor,@,ocn@kecnd@,prson,ics,x@kus
6030-1454015918-1029727,Oost_Overijsel-Gelderland,sc@nect,lacx,nadact,s@,dor,@,ocnb@kecnd@,prson,ics,gc@kust
6077-1454372426-1236023,Oost_Overijsel-Gelderland,z@nect,lacxt,nacdact,s,do,n,ocnb@kecnd@,p@rson,ics,gc@kus
6216-1461175160-1570269,Oost_Overijsel-Gelderland,sc@nect,lacxt,n@dact,s@,dor,@,ocnb@kecnd@,prson,ics,gc@kust
6293-1454668866-1327543,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s@,do,n,ocnb@kecnd@,p@son,ics,gc@kust
6308-1454077673-1095543,Oost_Overijsel-Gelderland,sc@nect,lacx,nadact,s@,dor,@,ocnb@kecnd@,p@son,ics,gc@kust
6458-1454757616-1367067,Oost_Overijsel-Gelderland,sc@nect,lacx,nadact,s@,do,n,ocn@kecnd@,prson,ics,gc@kus
6545-1454170536-1149841,Oost_Overijsel-Gelderland,sc@nect,lacx,nadact,s,dor,n,ocnb@kecnd@,p@son,ics,gc@kust
6579-1454255923-1182350,Oost_Overijsel-Gelderland,sc@nect,lacx,nadact,z,do,n,ocnb@kecnd@,p@rson,ics,x@kust
6796-1454358016-1230208,Oost_Overijsel-Gelderland,sc@nect,lacx,n@dact,s,do,n,ocnb@kecnd@,prson,ics,gc@kust
6911-1454524812-1301476,Oost_Overijsel-Gelderland,sc@nect,lacx,nadact,s@,do,@,ocnb@kecnd@,p@son,ics,x@kust
6930-1456496298-1527161,Oost_Overijsel-Gelderland,sc@nect,lacxt,n@dact,s,do,@n,ocnb@kecnd@,prson,ics,x@kus
6968-1454519169-1294401,Oost_Overijsel-Gelderland,sc@nect,lacxt,n@dact,s,dor,@,ocnb@kecnd@,prson,ics,x@kust
7244-1455025943-1402678,Oost_Overijsel-Gelderland,z@nect,lacx,nadact,s@,dor,@,ocnb@kecnd@,p@son,ics,x@kust
7277-1454690925-1355825,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s,do,n,ocnb@kecnd@,p@son,ics,gc@kus
7420-1454861574-1382041,Oost_Overijsel-Gelderland,sc@nect,lacx,nadact,z,dor,n,ocnb@kecnd@,p@son,ics,gc@kust
7484-1455105169-1411306,Oost_Overijsel-Gelderland,z@nect,lacxt,nacdact,s,dor,n,ocn@kecnd@,prson,ics,x@kust
7874-1456332735-1508521,Oost_Overijsel-Gelderland,z@nect,lacxt,nacdact,s,do,n,ocnb@kecnd@,prson,ics,x@kust
8004-1456773592-1541193,Oost_Overijsel-Gelderland,sc@nect,lacx,nadact,s@,do,n,ocn@kecnd@,prson,ics,gc@kus
828-1449171206-125849,Oost_Overijsel-Gelderland,z@nect,lacxt,nadact,s@,do,@n,ocnb@kecnd@,p@son,ics,x@kust
83-1449318019-222303,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s,do,n,ocnb@kecnd@,pson,ics,gc@kust
8391-1458055761-1660349,Oost_Overijsel-Gelderland,sc@nect,lacx,nadact,s,dor,@,ocnb@kecnd@,prson,ics,x@kust
8466-1460188098-1753039,Oost_Overijsel-Gelderland,z@nect,lacx,n@dact,z@,dor,@n,ocnb@kecnd@,prson,ics,gc@kust
8529-1457778125-1609887,Oost_Overijsel-Gelderland,z@nect,lacxt,n@dact,s,dor,@n,ocnb@kecnd@,p@son,ics,gc@kust
8641-1458176181-1637525,Oost_Overijsel-Gelderland,z@nect,lacxt,nadact,s@,do,@n,ocnb@kecnd@,prson,ics,x@kus
8804-1457966866-1648872,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s,dor,@,ocn@kecnd@,prson,ics,x@kust
8845-1481835408-2542106,Oost_Overijsel-Gelderland,z@nect,lacxt,n@dact,z,do,n,ocnb@kecnd@,prson,ics,gc@kus
9073-1460292936-1755474,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s,do,n,ocn@kecnd@,prson,ics,x@kust
9076-1459460185-1721697,Oost_Overijsel-Gelderland,sc@nect,lacx,nadact,s,do,n,ocnb@kecnd@,prson,ics,x@kust
9220-1460919133-1769308,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s@,dor,n,ocnb@kecnd@,p@son,ics,x@kust
9415-1462987163-1806535,Oost_Overijsel-Gelderland,sc@nect,lacxt,nadact,s,do,@,ocn@kecnd@,p@son,ics,x@kust
9486-1463342245-1818738,Oost_Overijsel-Gelderland,z@nect,lacx,nadact,s,dor,@,ocnb@kecnd@,prson,ics,gc@kust
9561-1463754832-1832972,Oost_Overijsel-Gelderland,z@nect,lacx,ndact,s@,do,@,ocn@kecnd@,pson,ics,gc@kus
9593-1463749046-1831623,Oost_Overijsel-Gelderland,sc@nect,lacx,nadact,s@,do,n,ocn@kecnd@,p@son,ics,x@kust
9910-1464027456-1851184,Oost_Overijsel-Gelderland,sc@nect,lacx,nadact,s,do,@,ocnb@kecnd@,p@son,ics,x@kust
