filename,region,na,de,tocht,in,de,regen,vaart,de,kapitein,blij,weg
16718-1465841324-2312170,Limburg,na,d@,tocxt,icn,d@,regc@,far,d@,kacpitein,blei,wecx
16849-1466661703-2366552,Limburg,na,d@,toc,n,d@,regc@,far,d@,kacptein,blei,wecx
16938-1469361998-2402604,Limburg,na,d@,toc,icn,d,regc@n,var,d@,kacbidein,blei,wecx
17031-1471295978-2426605,Limburg,na,d@,tocxt,n,d,regc@n,fart,d,kacpitein,blei,wecx
17089-1472370337-2434912,Limburg,na,d@,toc,n,d@,regc@n,var,d,kacp@tein,blei,wecx
17126-1472372119-2437491,Limburg,na,d@,tocxt,icn,d@,regc@n,far,d@,kacp@tein,blei,wecx
1726-1449170644-123951,Limburg,na,d@,toc,n,d@,regc@n,fart,d,kacp@tein,blei,wecx
17282-1472373810-2447852,Limburg,na,d@,tocxt,icn,d@,regc@,var,d@,kacp@tein,blei,wecx
17321-1472396338-2455407,Limburg,na,d@,toc,n,d,regc@,far,d@,kacptein,blei,wecx
17379-1472592803-2478537,Limburg,na,d@,tocx,icn,d,regc@,var,d@,k@bidein,blei,wecx
17469-1474483308-2491912,Limburg,na,d@,toc,icn,d@,regc@n,var,d@,kacb@dein,blei,wecx
17777-1482059097-2543222,Limburg,na,d@,tocxt,n,d@,regc@n,var,d@,kacpitein,blei,wecx
17820-1485298033-2550409,Limburg,na,d,tocx,icn,d,regc@n,far,d@,kacptein,blei,wecx
17838-1484341041-2553058,Limburg,na,d@,tocxt,icn,d@,regc@n,vart,d@,kacptein,blei,wecx
1911-1449193339-167475,Limburg,na,d@,tocxt,n,d@,regc@,fart,d,kacpitein,blei,wecx
1987-1449589792-483285,Limburg,na,d@,tocxt,n,d@,rex@n,vart,d@,kacpitein,blei,wecx
2007-1449229588-189454,Limburg,na,d@,tocxt,n,d@,regc@,far,d@,kacpitein,blei,wecx
2033-1449235363-195150,Limburg,na,d@,tocxt,n,d@,regc@n,vart,d@,kacpitein,blei,wecx
204-1449071161-16357,Limburg,na,d,toc,n,d@,regcn,var,d,kacp@tein,blei,wecx
2219-1449525809-461368,Limburg,na,d@,tocxt,n,d@,regc@n,vart,d@,kacp@tein,blei,wecx
2238-1449326040-286341,Limburg,na,d@,toc,n,d@,regc@n,var,d@,kacbidein,blei,wecx
2339-1449314763-263158,Limburg,na,d@,toc,n,d@,regc@,var,d@,kacpitein,blei,wecx
2343-1449415434-370682,Limburg,na,d@,toc,n,d@,regcn,far,d@,kacpitein,blei,wecx
2416-1449314707-266793,Limburg,na,d@,tocx,n,d@,regcn,far,d@,kacb@dein,blei,wecx
2477-1449316997-272836,Limburg,na,d@,tocxt,n,d@,regc@n,far,d,kacbidein,blei,wecx
2526-1449321277-281224,Limburg,na,d@,tocxt,n,d@,regc@,vart,d,kacp@tein,blei,wecx
2720-1449358082-317919,Limburg,na,d,tocx,n,d@,regcn,far,d,kacbdein,blei,wecx
2744-1449354748-322348,Limburg,na,d@,tocx,n,d@,regc@n,far,d@,kacbidein,blei,wecx
2782-1449364022-328077,Limburg,na,d@,tocxt,n,d@,regcn,far,d@,kacp@tein,blei,wecx
2981-1449405746-354082,Limburg,na,d@,tocx,n,d@,regc@,vart,d@,kacbidein,blei,wecx
3025-1449434544-395866,Limburg,na,d@,tocx,n,d@,rex@,far,d@,kacbidein,blei,wecx
3047-1449412278-364187,Limburg,na,d,tocx,n,d@,regcn,vart,d,kacp@tein,blei,wecx
3151-1449437068-388964,Limburg,na,d@,tocxt,n,d@,regc@,far,d@,kacpitein,blei,wecx
3178-1449435623-397509,Limburg,na,d@,tocx,n,d@,regc@n,far,d@,kacpitein,blei,wecx
3292-1449510237-440108,Limburg,na,d@,tocxt,n,d@,regc@n,vart,d,kacpitein,blei,wecx
3293-1449502935-432097,Limburg,na,d@,tocxt,n,d@,regc@n,var,d@,kacpitein,blei,wecx
3318-1449507214-436783,Limburg,na,d,toc,n,d@,regcn,var,d,kacp@tein,blei,wecx
3333-1449512775-444462,Limburg,na,d@,tocxt,n,d@,regc@n,far,d@,kacp@tein,blei,wecx
345-1449079920-33424,Limburg,na,d@,tocxt,n,d@,regcn,var,d@,k@pitein,blei,wecx
3594-1449605494-504722,Limburg,na,d@,tocx,n,d@,regc,var,d,kacpitein,blei,wecx
3677-1449653630-524467,Limburg,na,d@,toc,n,d,regc@n,var,d@,kacpitein,blei,wecx
3733-1449689824-546297,Limburg,na,d@,toc,n,d@,regcn,far,d@,kacpitein,blei,wecx
3737-1454332279-548251,Limburg,na,d@,toc,n,d,regc@,var,d,kacbidein,blei,wecx
3973-1449924193-607070,Limburg,na,d@,toc,n,d@,regc@n,var,d,kacptein,blei,wecx
4124-1450000043-633340,Limburg,na,d@,tocxt,n,d@,regcn,fart,d,kacpitein,blei,wecx
4215-1450018489-648767,Limburg,na,d@,tocx,n,d@,regc,var,d@,kacp@tein,blei,wecx
4390-1450339884-705624,Limburg,na,d@,tocxt,n,d@,regc@,var,d,kacptein,blei,wecx
4502-1450599775-733682,Limburg,na,d@,tocxt,n,d@,regc@n,far,d,kacpitein,blei,wecx
4547-1450613588-739729,Limburg,na,d@,tocxt,n,d@,regc,fart,d,kacb@dein,blei,wecx
4642-1450781107-761364,Limburg,na,d@,tocx,n,d@,regc@,var,d,kacp@tein,blei,wecx
4672-1450906118-772291,Limburg,na,d@,tocxt,n,d@,regc@n,fart,d@,kacpitein,blei,wecx
4682-1450962286-775551,Limburg,na,d@,tocx,n,d@,regc@n,fart,d,kacp@tein,blei,wecx
4690-1450998992-779009,Limburg,na,d@,toc,n,d@,regc@n,var,d,kacbdein,blei,wecx
4722-1451132182-784774,Limburg,na,d@,tocx,n,d@,regc@n,far,d,kacpitein,blei,wecx
4769-1451319755-800901,Limburg,na,d@,tocx,n,d@,regcn,far,d,kacp@tein,blei,wecx
4772-1451326094-803954,Limburg,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx
4773-1451381244-801115,Limburg,na,d@,tocxt,n,d@,regc@,fart,d,kacp@tein,blei,wecx
4777-1451379290-801458,Limburg,na,d@,tocxt,n,d@,regc@,far,d@,kacpitein,blei,wecx
4782-1451321916-801844,Limburg,na,d@,tocxt,n,d,regcn,fart,d,k@bidein,blei,wecx
4830-1451420412-821494,Limburg,na,d@,tocxt,n,d@,regc@n,fart,d@,kacpitein,blei,wecx
4851-1451386967-814964,Limburg,na,d@,tocxt,n,d@,regc@n,far,d@,kacbidein,blei,wecx
4858-1451396289-817056,Limburg,na,d@,toc,n,d@,regc@n,var,d@,kacptein,blei,wecx
5058-1452382282-879164,Limburg,na,d@,tocx,n,d@,regc@,far,d@,k@pitein,blei,wecx
5088-1452627208-889739,Limburg,na,d@,tocxt,n,d@,regc,var,d@,kacpitein,blei,wecx
5132-1453124675-903363,Limburg,na,d@,toc,icn,d@,regc@n,far,d@,kacpitein,blei,wecx
5194-1453411867-916593,Limburg,na,d@,toc,n,d@,regc@,var,d@,kacpitein,blei,wecx
5203-1453476620-918813,Limburg,na,d@,tocxt,n,d@,regc@,far,d,kacp@tein,blei,wecx
5418-1454008098-946158,Limburg,na,d@,tocxt,n,d@,regc@,far,d@,kacpitein,blei,wecx
5476-1454008649-959994,Limburg,na,d@,toc,n,d@,rex@n,far,d@,kacpitein,blei,wecx
5486-1454008572-954606,Limburg,na,d@,tocxt,n,d@,regc@,far,d@,kacpitein,blei,wecx
5664-1454008397-959483,Limburg,na,d@,tocxt,n,d@,regc,far,d,kacpitein,blei,wecx
5728-1454057760-1063346,Limburg,na,d@,tocx,n,d@,regc@n,fart,d@,kacptein,blei,wecx
5882-1454010879-972895,Limburg,na,d@,tocxt,icn,d@,regc@n,far,d@,kacpitein,blei,wecx
5900-1454009379-976426,Limburg,na,d@,tocxt,n,d,rex@,far,d@,kacb@dein,blei,wecx
5981-1454011906-1005324,Limburg,na,d@,tocxt,n,d@,regc@n,vart,d,kacpitein,blei,wecx
6150-1454028476-1054251,Limburg,na,d@,tocxt,n,d@,rex@n,fart,d,kacpitein,blei,wecx
6178-1454049835-1058909,Limburg,na,d@,tocxt,n,d@,regc@,var,d@,kacbidein,blei,wecx
6187-1454087208-1107746,Limburg,na,d@,tocx,n,d@,rex@,far,d@,kacpitein,blei,wecx
6352-1454082128-1100504,Limburg,na,d@,toc,n,d@,regc@,var,d@,kacptein,blei,wecx
6377-1454086543-1107145,Limburg,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx
6420-1454096563-1116978,Limburg,na,d@,tocxt,n,d,regcn,vart,d@,kacb@dein,blei,wecx
6499-1454143428-1135752,Limburg,na,d@,tocxt,n,d@,regcn,far,d@,kacp@tein,blei,wecx
6562-1454177331-1154260,Limburg,na,d,tocxt,n,d@,regc@n,var,d,kacpitein,blei,wecx
6628-1454238355-1169273,Limburg,na,d@,tocx,n,d@,regc@n,var,d@,kacb@dein,blei,wecx
6676-1454262851-1186538,Limburg,na,d@,tocxt,n,d@,regc@,far,d@,kacbidein,blei,wecx
6679-1454263051-1186866,Limburg,na,d@,tocx,n,d@,regc@,far,d@,kacpitein,blei,wecx
6705-1454268996-1196031,Limburg,na,d@,tocxt,n,d@,regc@,far,d@,kacpitein,blei,wecx
6813-1454366501-1234588,Limburg,na,d@,tocx,n,d@,regc@n,far,d@,kacp@tein,blei,wecx
6875-1454450222-1255538,Limburg,na,d@,tocx,n,d@,regc@,fart,d,kacpitein,blei,wecx
6969-1454514350-1270055,Limburg,na,d@,tocx,n,d@,regc@n,var,d@,kacb@dein,blei,wecx
6971-1454521424-1270479,Limburg,na,d,toc,n,d@,regc,var,d,kacptein,blei,wecx
7017-1454516148-1284072,Limburg,na,d@,tocx,n,d@,rex@n,far,d@,kacb@dein,blei,wecx
7062-1454515170-1274499,Limburg,na,d@,tocx,n,d@,regc@,far,d@,kacpitein,blei,wecx
7074-1454514287-1274519,Limburg,na,d@,toc,n,d@,regc@n,vart,d@,kacbidein,blei,wecx
7091-1454604612-1331404,Limburg,na,d,toc,n,d@,regcn,var,d@,kacb@dein,blei,wecx
7103-1455013602-1276451,Limburg,na,d@,toc,n,d@,regcn,far,d@,kacptein,blei,wecx
7113-1454514734-1277460,Limburg,na,d,tocxt,n,d@,regc@n,vart,d,kacp@tein,blei,wecx
7183-1454519724-1294012,Limburg,na,d@,tocx,n,d@,regc@,far,d@,kacpitein,blei,wecx
7202-1454529862-1302763,Limburg,na,d,toc,n,d@,rex@,far,d,kacb@dein,blei,wecx
7358-1454698936-1358272,Limburg,na,d@,tocxt,n,d@,regc@n,fart,d@,kacpitein,blei,wecx
7528-1455145393-1418370,Limburg,na,d,tocx,n,d@,regc@,far,d@,kacpitein,blei,wecx
7538-1455194342-1420276,Limburg,na,d@,tocxt,n,d@,regc@,fart,d,kacpitein,blei,wecx
7543-1455196108-1420748,Limburg,na,d@,tocxt,n,d@,regc@n,fart,d@,kacpitein,blei,wecx
7545-1455201183-1421748,Limburg,na,d,tocx,icn,d,regc@,fart,d@,kacpitein,blei,wecx
7791-1456079550-1491982,Limburg,na,d@,tocx,n,d@,regc@n,far,d@,kacbidein,blei,wecx
7861-1456255341-1504717,Limburg,na,d@,toc,n,d@,regc@,far,d@,kacpitein,blei,wecx
7922-1456389998-1518175,Limburg,na,d@,tocx,n,d@,regc@n,far,d,kacp@tein,blei,wecx
7980-1456611947-1535565,Limburg,na,d,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx
8132-1457613622-1571431,Limburg,na,d@,toc,n,d@,regc@,far,d,kacp@tein,blei,wecx
8236-1457783499-1577310,Limburg,na,d@,tocxt,n,d@,regc@,far,d@,kacbidein,blei,wecx
8289-1457714502-1580566,Limburg,na,d@,toc,n,d@,regc@,fart,d@,kacptein,blei,wecx
8295-1457713855-1579297,Limburg,na,d@,tocx,n,d@,regc@,fart,d@,kacpitein,blei,wecx
8392-1457714370-1582566,Limburg,na,d@,tocxt,n,d@,regc@,var,d@,kacp@tein,blei,wecx
8490-1457719579-1598477,Limburg,na,d@,toc,n,d@,regc@n,far,d@,kacp@tein,blei,wecx
8595-1457906214-1623512,Limburg,na,d@,tocxt,n,d@,regc@n,fart,d,kacp@tein,blei,wecx
8668-1457953039-1626837,Limburg,na,d@,toc,n,d@,regc,fart,d@,kacb@dein,blei,wecx
8708-1457951490-1627894,Limburg,na,d@,tocxt,n,d,regcn,vart,d,kacpitein,blei,wecx
8788-1457954929-1638196,Limburg,na,d@,toc,n,d@,regc@,fart,d,kacpitein,blei,wecx
8823-1457992259-1655734,Limburg,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx
8877-1463054403-1671122,Limburg,na,d@,tocxt,icn,d@,rex@,fart,d,kacpitein,blei,wecx
9006-1458731981-1700657,Limburg,na,d@,tocxt,n,d@,regcn,var,d@,kacp@tein,blei,wecx
9058-1459117756-1715885,Limburg,na,d@,tocxt,icn,d@,regc@,far,d@,kacpitein,blei,wecx
9096-1459547683-1725545,Limburg,na,d@,tocx,icn,d@,regc@n,far,d@,kacp@tein,blei,wecx
9109-1459848578-1730366,Limburg,na,d@,tocxt,icn,d@,regc@,var,d@,kacb@dein,blei,wecx
9111-1459849414-1730478,Limburg,na,d@,tocx,icn,d@,regcn,var,d@,k@bidein,blei,wecx
9114-1459855394-1730639,Limburg,na,d@,tocxt,icn,d@,regc@n,var,d@,kacb@dein,blei,wecx
9117-1459882788-1741012,Limburg,na,d@,tocxt,icn,d@,regcn,far,d@,kacbidein,blei,wecx
9120-1459852034-1731149,Limburg,na,d@,tocx,icn,d@,regc@n,far,d@,kacpitein,blei,wecx
9122-1459853457-1731257,Limburg,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx
9128-1459853986-1731556,Limburg,na,d@,tocx,icn,d@,regc@,var,d,kacpitein,blei,wecx
9131-1459855634-1731933,Limburg,na,d@,tocxt,icn,d@,regc@,far,d@,kacpitein,blei,wecx
9132-1459854457-1732071,Limburg,na,d@,tocx,icn,d@,regcn,far,d,kacptein,blei,wecx
9135-1459856171-1732964,Limburg,na,d@,tocxt,icn,d@,rex@n,var,d@,kacp@tein,blei,wecx
9136-1459856426-1733240,Limburg,na,d@,tocx,icn,d,regc@,var,d@,kacptein,blei,wecx
9140-1459857815-1734068,Limburg,na,d,tocxt,n,d,regc@,fart,d@,kacpitein,blei,wecx
9141-1459858336-1734394,Limburg,na,d@,toc,icn,d@,regc@n,var,d,kacb@dein,blei,wecx
9143-1459860212-1735399,Limburg,na,d@,toc,n,d@,regc@n,far,d@,kacbidein,blei,wecx
9144-1459862419-1736300,Limburg,na,d@,tocxt,icn,d@,regc@,far,d@,kacpitein,blei,wecx
9145-1459862502-1736354,Limburg,na,d@,tocx,icn,d,regc@,far,d@,k@bidein,blei,wecx
9157-1459868680-1738067,Limburg,na,d@,tocx,icn,d@,regc@,far,d@,kacpitein,blei,wecx
9161-1459874200-1738809,Limburg,na,d@,tocx,icn,d@,regc@,far,d@,kacpitein,blei,wecx
9164-1459875073-1739462,Limburg,na,d@,tocxt,icn,d@,regc@n,fart,d@,kacpitein,blei,wecx
9175-1459891390-1741929,Limburg,na,d,tocxt,icn,d@,regc@,var,d,kacptein,blei,wecx
9179-1459901507-1742923,Limburg,na,d@,tocx,icn,d@,rex,var,d,kacp@tein,blei,wecx
9181-1459943734-1744918,Limburg,na,d@,tocxt,icn,d@,regc@n,fart,d,kacptein,blei,wecx
9188-1459981399-1747361,Limburg,na,d@,tocxt,icn,d@,regc@,fart,d,kacptein,blei,wecx
9240-1460551028-1760967,Limburg,na,d@,tocxt,icn,d@,regc@,far,d,kacptein,blei,wecx
9254-1460743561-1765415,Limburg,na,d@,tocxt,icn,d@,regc@n,vart,d@,kacpitein,blei,wecx
9301-1461528440-1783627,Limburg,na,d@,tocxt,icn,d@,regc@n,var,d@,kacb@dein,blei,wecx
9531-1463917869-1830616,Limburg,na,d@,tocx,n,d@,regc@n,var,d,kacb@dein,blei,wecx
9669-1463951362-1845892,Limburg,na,d@,tocxt,icn,d,regc@n,far,d,kacp@tein,blei,wecx
9726-1464120255-1884027,Limburg,na,d@,tocxt,icn,d@,regc@n,far,d@,kacpitein,blei,wecx
9888-1465597052-2296257,Limburg,na,d@,tocx,icn,d@,regc@n,fart,d@,kpitein,blei,wecx
9925-1464125858-1890289,Limburg,na,d@,tocx,icn,d@,regc@n,vart,d,kacbidein,blei,wecx
10167-1464126317-1892603,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,regc@n,vart,d@,kacp@tein,blei,wecx
10335-1464334727-2010775,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,regc@n,var,d,kacp@tein,blei,wecx
10442-1465763438-2308246,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,regc@n,fart,d@,kacpitein,blei,wecx
10609-1464158703-1897940,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,regc@n,fart,d,kacp@tein,blei,wecx
10723-1464113051-1876394,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d,regc@,fart,d,kacpitein,blei,wecx
10895-1464105610-1868772,Oost_Overijsel-Gelderland,na,d@,tocx,icn,d,regc@,far,d@,kacpitein,blei,wecx
11156-1464112396-1875339,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,regc@n,vart,d,kacbidein,blei,wecx
11194-1464199199-1897994,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,rex@n,vart,d@,kacpitein,blei,wecx
11791-1464168549-1903526,Oost_Overijsel-Gelderland,na,d@,tocx,icn,d@,rex@,var,d@,kacp@tein,blei,wecx
11940-1464166379-1902317,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d,regc@,far,d@,kacb@dein,blei,wecx
12145-1464171436-1905925,Oost_Overijsel-Gelderland,na,d@,tocx,icn,d@,regc@n,far,d@,kacpitein,blei,wecx
12631-1464260081-1954660,Oost_Overijsel-Gelderland,na,d@,tocx,icn,d@,regc@n,far,d@,kacptein,blei,wecx
12954-1464198309-1929789,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,regc@n,var,d@,kacpitein,blei,wecx
13104-1464300258-2002865,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,regc@,var,d@,kacpitein,blei,wecx
13285-1464207039-1938368,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d,rex@n,far,d@,kacp@tein,blei,wecx
13452-1464284245-1975790,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d,regc@,far,d@,kacpitein,blei,wecx
13550-1465925285-2315530,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,regc@n,far,d@,k@pitein,blei,wecx
1383-1449156017-64765,Oost_Overijsel-Gelderland,na,d,toc,n,d@,regc@,far,d,kacbdein,blei,wecx
13884-1465540573-2289604,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regc@n,fart,d,kacpitein,blei,wecx
14656-1464295865-1995784,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d,rex@n,far,d@,kacpitein,blei,wecx
14712-1464509696-2114199,Oost_Overijsel-Gelderland,na,d@,toc,n,d@,regc@,var,d@,kacptein,blei,wecx
14949-1464343667-2019855,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,regcn,far,d@,kacptein,blei,wecx
1496-1449157562-75853,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,rex@,far,d@,kacpitein,blei,wecx
14966-1464382454-2068753,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,rex@n,far,d@,kacptein,blei,wecx
15012-1464460021-2101408,Oost_Overijsel-Gelderland,na,d@,tocx,icn,d@,regc,var,d@,kacpitein,blei,wecx
1524-1449157506-77620,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regc@,fart,d,kacp@tein,blei,wecx
15268-1464345452-2021146,Oost_Overijsel-Gelderland,na,d@,tocx,icn,d@,regc@n,fart,d@,kbidein,blei,wecx
15271-1464356895-2034658,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,regc@n,vart,d,k@pitein,blei,wecx
15456-1464342971-2019038,Oost_Overijsel-Gelderland,na,d@,tocx,icn,d@,regc@,fart,d,kacb@dein,blei,wecx
15474-1464430976-2064533,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regc@,far,d@,kacp@tein,blei,wecx
15580-1464346800-2023793,Oost_Overijsel-Gelderland,na,d@,toc,n,d@,regc@,far,d@,kacptein,blei,wecx
15629-1464793147-2190844,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,rex@n,far,d@,kacpitein,blei,wecx
15664-1464353940-2031053,Oost_Overijsel-Gelderland,na,d@,tocx,icn,d@,regc@,far,d@,kacp@tein,blei,wecx
16057-1464361622-2041775,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d,rex@n,far,d@,k@pitein,blei,wecx
16156-1464645376-2164468,Oost_Overijsel-Gelderland,na,d@,tocx,icn,d,regc@,fart,d,kacptein,blei,wecx
16188-1464471181-2109496,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,rex@,far,d@,kacpitein,blei,wecx
1621-1449159472-89742,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@,fart,d,kacbidein,blei,wecx
16213-1464375743-2057132,Oost_Overijsel-Gelderland,na,d@,tocx,icn,d@,regc@n,far,d,kacptein,blei,wecx
16242-1464367836-2051135,Oost_Overijsel-Gelderland,na,d@,tocx,icn,d@,regc@n,far,d@,kacbidein,blei,wecx
16270-1464079232-1853516,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,regc@n,fart,d,kacp@tein,blei,wecx
16295-1464104494-1867733,Oost_Overijsel-Gelderland,na,d,tocxt,icn,d@,rex@n,far,d@,kacp@tein,blei,wecx
16300-1464109244-1871952,Oost_Overijsel-Gelderland,na,d@,tocx,icn,d@,regc@,far,d@,k@pitein,blei,wecx
16318-1464119441-1883718,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,rex@,fart,d,kacpitein,blei,wecx
16368-1464205640-1938315,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,regc@,fart,d,k@pitein,blei,wecx
16439-1464357162-2024921,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,regc@n,vart,d@,kacptein,blei,wecx
16497-1464628563-2109618,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,regc@,far,d@,kacpitein,blei,wecx
16501-1464549899-2133200,Oost_Overijsel-Gelderland,na,d@,tocx,icn,d@,regc@n,far,d,kacpitein,blei,wecx
16505-1464530962-2123251,Oost_Overijsel-Gelderland,na,d@,toc,icn,d,regc,var,d@,kacptein,blei,wecx
16532-1464620082-2148610,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,regc,var,d,k@pitein,blei,wecx
1654-1449397047-340187,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,rex@n,fart,d@,kacpitein,blei,wecx
16621-1464987920-2226789,Oost_Overijsel-Gelderland,na,d,tocx,icn,d@,regc@n,far,d@,kacbidein,blei,wecx
17187-1472372890-2440906,Oost_Overijsel-Gelderland,na,d@,tocx,icn,d@,regc@n,far,d@,kacb@dein,blei,wecx
17226-1472378490-2462809,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d,regc@n,fart,d@,k@pitein,blei,wecx
17237-1472373098-2444733,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@,far,d@,kacp@tein,blei,wecx
17518-1476281650-2508900,Oost_Overijsel-Gelderland,na,d,tocxt,n,d@,regc@n,far,d,kacptein,blei,wecx
17700-1479846182-2531241,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,regc@n,far,d@,kacpitein,blei,wecx
1814-1449178456-145837,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@n,fart,d@,kacp@tein,blei,wecx
1959-1449222077-177578,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regc@n,fart,d@,k@bidein,blei,wecx
1982-1449233006-192850,Oost_Overijsel-Gelderland,na,d@,tocx,n,d,regc@,fart,d@,kpitein,blei,wecx
2057-1449242839-203885,Oost_Overijsel-Gelderland,na,d@,toc,n,d@,regc@,far,d@,kacbidein,blei,wecx
2426-1449314759-267147,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regc@n,far,d,kacpitein,blei,wecx
2486-1449317749-274814,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@n,far,d@,kacpitein,blei,wecx
2515-1449320062-279180,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d,regc@n,far,d@,kacb@dein,blei,wecx
2612-1449335002-297938,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@n,far,d@,kacpitein,blei,wecx
2625-1452202172-303699,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,regc@n,far,d@,kacb@dein,blei,wecx
2640-1450563477-304539,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@n,far,d@,kacpitein,blei,wecx
2668-1449343400-309856,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regc@n,fart,d@,kacptein,blei,wecx
2682-1449346893-313029,Oost_Overijsel-Gelderland,na,d@,toc,n,d@,regc,fart,d,kacpitein,blei,wecx
2849-1449405041-336234,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@n,far,d@,kacbidein,blei,wecx
2982-1449406518-354153,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regc@n,var,d@,kacp@tein,blei,wecx
3060-1449412437-365891,Oost_Overijsel-Gelderland,na,d,tocxt,n,d,regc@n,far,d,kacpitein,blei,wecx
309-1449076821-28222,Oost_Overijsel-Gelderland,na,d,tocx,n,d@,rex@,far,d@,kacpitein,blei,wecx
3377-1449531385-465478,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@,far,d@,k@pitein,blei,wecx
3399-1449524522-459505,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@n,fart,d@,kacpitein,blei,wecx
3428-1449557829-467115,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d,rex@n,fart,d@,kacpitein,blei,wecx
3437-1449563759-469059,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regc@n,far,d@,kacp@tein,blei,wecx
3477-1449583186-479278,Oost_Overijsel-Gelderland,na,d@,tocx,n,d,regcn,far,d@,kacp@tein,blei,wecx
3583-1449603338-501446,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@,var,d,kacbidein,blei,wecx
3601-1449606440-506525,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regc@,far,d@,kacpitein,blei,wecx
3702-1449668472-532234,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regcn,fart,d@,kacp@tein,blei,wecx
3748-1449692841-550625,Oost_Overijsel-Gelderland,na,d@,toc,n,d@,rex@n,fart,d@,kacbdein,blei,wecx
3823-1449751035-566523,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,rex@n,vart,d@,kacp@tein,blei,wecx
3857-1449775820-576626,Oost_Overijsel-Gelderland,na,d@,tocx,icn,d@,regc@n,far,d@,kacpitein,blei,wecx
3872-1449784809-580447,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx
3964-1449924010-606445,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@n,far,d@,kacp@tein,blei,wecx
3975-1449924997-607540,Oost_Overijsel-Gelderland,na,d@,toc,n,d@,rex@,fart,d,kacpitein,blei,wecx
4012-1449933177-613515,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regc@n,far,d@,kacbidein,blei,wecx
4028-1449935191-616079,Oost_Overijsel-Gelderland,na,d@,tocx,icn,d@,rex@n,far,d@,kacbidein,blei,wecx
